Skills,Position
"angular,angular cli,selenium,apache camel,postman api,postgresql,putty,winscp,sql,pl/sql,palmyra,spring framework,spring mvc,spring security,spring boot,spring batch,red hat linux,linux,jenkins,gitlab,git,jira,jira service desk,unit testing,soap,wildfly,java,framework spring,modèle mvc de spring,angularjs,php,junit,sélénium,typescript,html5,scrum,méthodes agiles,android",Analyst Developer
"angular,angular material,typescript,node.js,ngrx,soap,manual testing,j2ee,dotnet,services web restful,frameworks php,réseau privé virtuel (vpn),système de noms de domaine (dns),oracle database,gestion de projet,java,c++,c#,javascript,javaserver faces (jsf),big data,microsoft sql server,snowboard,html5,feuilles de style en cascade (css),centos",Développeuse Angular
"angular,api rest,hooks react,figma (logiciel),express.js,socket.io,vuex,tailwind css,react.js,vue.js,javascript,redux.js,nuxt.js,next.js,scrum,django,apprentissage automatique,intelligence artificielle (ia),programmation,développement front-end,python,html5,css,pl/sql,mysql,git,linux,uml,node.js,mongodb,github,docker,elasticsearch,python (langage de programmation),microsoft power bi,sonar",Vue.js Developer
"angular,applications cloud,java,mysql,software development,html,génie logiciel,agile methodologies,sql,microsoft sql server,xml,gestion de projet,développement de logiciel,microsoft office,uml,scrum,web services,postgresql,java enterprise edition,jpa,hibernate,réseaux informatique,java (j2ee, ejb, servlets),api rest,jsondoc,spring rest doc,java spring,spring batch,angular 4,spring data,spring boot",Senior Java Developer - Full stack
"angular,artificial intelligence (ai),api,english,crisis management,gaming,data warehousing,extract, transform, load (etl),sports,c#,javascript,c++,javaserver faces (jsf),javaserver pages (jsp),ajax,javase,angular command line interface (cli),visual studio,microsoft visual studio code,pl/sql,oracle sql developer,microsoft sql server,sql server reporting services (ssrs),sql server integration services (ssis),sqlite,mysql,json,c (programming language),microsoft azure,azure,french,arabic,spanish,java web services,java swing,sql server analysis services (ssas),sql azure,social games,jogging,bowling,devops,cloud migration",Analyst Developer
"angular,asp.net,git,github,gitlab,flutter,    modèle-vue-vue modèle ,slack,notion,scrum,clean architecture,component based architecture,redux toolkit,next.js,microsoft sql server,.net framework,leadership,team leadership,organization skills,listen,web languages,problem solving,bootstrap (framework),cascading style sheets (css),react native,mysql,mongodb,node.js,management,jee,spring boot,angularjs,c#,java,uml,xml,architecture mvc,modèle-vue-vue modèle,c++,système de gestion de base de données (sgbd),c (langage de programmation),développement web,html 5,bootstrap,tailwind css,développement sur framework symfony 6.2 fullstuck,conception web,html5,feuilles de style en cascade (css),front-end development,react.js,python (programming language),javascript",Web Developer
"angular,c#,azure devops server,visual studio,microsoft sql server,git,entity framework core,asp.net core,.net,c++,software engineering",Intermediate Software Engineer
"angular,engineering,it development,problem solving,commerce,langages de programmation orientés objets,mern stack,web development,php,sass,.net framework,c#,nestjs,react.js,express.js,spring boot,mongodb,angularjs,django,node.js,3d,html,cascading style sheets (css),ajax,jquery,javascript,développement web back-end,développement front-end,html5,css,sql,linux,github,trello,oracle sql developer,postgresql,sqlite,blender,qt creator,python (langage de programmation),framework symfony,java,react native,jupyter,netbeans,tensorflow,tableau,google colab,machine learning,deep learning,javafx,codename one",Software Engineer
"angular,flask,docker,spring boot,mongodb,javascript,mysql,twig (template engine),html5,java swing,firebase, react native,node.js,react.js,flutterflow,java8,symfony,connaissance des services cloud populaires tels qu'amazon web services (aws),compétences en développement web et mobile,résolution de problèmes technique.,graphic design",Projet Académique : Development d’une application mobile E-learning
"angular,flutter,spring boot,dart,sql,.net framework,optical character recognition (ocr)",Software Engineer
"angular,framework symfony,c (langage de programmation),java,c++,python (langage de programmation),html,css,javascript",Consultant junior
"angular,front-end development,cypress,automated software testing,git,java,sql,html5,cascading style sheets (css),bootstrap,mysql,javascript,oracle sql developer,scrum",Automated Software Tester
"angular,git,framework symfony,adobexd,api postman,produits docker,android,méthodes agiles,scrum,docker,devops,adobe xd,pycharm,java,android studio,linux,sql,flutter,flask,python (langage de programmation)",Développeur web
"angular,java,react.js,front-end development,docker,test-driven development,git,postgresql,mysql,nginx,sonarqube,testing,palmyra,low-code development,block element modifier (bem),svn,wildfly,gitlab,sass,web development,full-stack development,angularjs,c++,c#,c (programming language),javascript,node.js,spring boot,laravel,web applications,sql,sparql,apache,databases,jquery,user experience (ux),ajax,typescript",Frontend Developer
"angular,java,spring boot,scrum,alfresco, adf,jira,html,bootstrap,french,sql,docker,git,agile methodologies,english,communication,leadership",Software Developer
"angular,java,sql,html,typescript,cascading style sheets (css),node.js,firebase,scrum,maven,gitlab,javascript",Analyst Developer
"angular,java,unit testing,testing,web development,sass,javascript,front-end development,typescript,html5,software design,automation,software,databases,c++,c#,c (programming language),linux",Frontend Developer
"angular,ngrx,rxjs,typescript,javascript,html,framework ionic,java,spring boot,git,r,langage de modélisation unifié (uml),méthodes agiles,gestion de projet,statistiques,mathématiques,marchés financiers,analyse financière",Full Stack Engineer
"angular,node.js,javascript,scrum,test unitaire,apprentissage automatique,algorithmes,intelligence artificielle,c,c#,c++,java,html,css,php,xml,j2ee,.net framework,javaserver faces (jsf),git,jenkins,maven,java enterprise edition,mongodb,jira,hibernate,framework symfony,sonar,nexus,typescript,mocha,karma,ngrx pattern redux,algorithme génétique,réseaux de neurones,angular material,primeng,twitter bootstrap,ibm hyperledger,go,microsoft azure",Ingénieur d'étude et développement
"angular,react native,java,javascript,compétences analytiques,principes solid,node.js,bootstrap,sql,doctrine,mysql,front office et back office,outils uml,uml,php,js,glpi,administration réseau,html5,css,c,unity,python,react.js,leadership,team management,motivation des équipes",Software Designer
"angular,scrum,jakarta ee,laravel,php,java,javascript,angularjs,databases",Software Programmer
"angular,spring boot,api rest,laravel,typescript,python (langage de programmation),design graphique,développement d’applications mobiles,gestion du temps,expérience utilisateur (ux),compréhension de l’entreprise,gestion d’équipe,analyse des besoins,planification de projets,analyse de système,conception de logiciels,design d’expérience utilisateur (ux),maquette numérique,communication,recherche,compétences analytiques,java,html,php,résolution de problèmes,css,c#,.net framework,flutter,dart,framework symfony,oracle sql developer,javascript,microsoft office,c++,développement android,langage de modélisation unifié (uml),scrum,architecture logicielle,adobe photoshop,adobe premiere pro,pl/sql,mysql,microsoft powerapps,microsoft power bi,microsoft power automate,sharepoint,méthodes agiles",Software Developer
"angular,spring boot,devops,ionic framework,angularjs,symfony framework,react.js,scrum,agile methodologies,web applications,machine learning,html5,cascading style sheets (css),jquery,ajax,javascript,node.js,php,laravel,mysql,mongodb,sql,.net framework,java,spring framework,github,c++,c#,unified modeling language (uml),jira,python (programming language),unix,uml,rest api,linux,javafx,python,representational state transfer (rest),pl/sql,android,selenium,scrapy framework,back-end web development,symfony,typescript,express.js,web scraping",Software Engineer
"angular,spring boot,java 17,keycloak,docker,gitlab,h2,spring cloud,java,spring,java enterprise edition,cypress.io,thymeleaf,kotlin,programmation,microcontrôleurs,gestion de projet,aws,c++,sql,javascript,maven,ubuntu,hibernate,c,javafx,python,jquery,mysql,microsoft office,jpa,javaserver faces (jsf),intellij idea,framework spring,angular 2,codename one,postgresql,jenkins,git,junit,oracle database,java enterprise architecture,fxml,qt,aws basic knowledge",Responsable Technique / Ingénieur Full Stack
"angular,spring boot,java,cucumber,modèle mvc de spring,hibernate,html5,css,xml,mysql,junit,jquery,uml,html,typescript,symfony,développeur logiciel informatique",Senior Software Engineer
